alim_code,alim_nom_fr,groupe,sous_groupe
13191,"Pomme Gala, pulpe, crue","fruits, légumes, légumineuses et oléagineux",fruits
13192,"Pomme Pink lady, pulpe, crue","fruits, légumes, légumineuses et oléagineux",fruits
76004,"Eau minérale Amanda, embouteillée, non gazeuse, fortement minéralisée (St-Amand, 59)",eaux et autres boissons,eaux
76006,"Eau minérale Arcens, embouteillée, gazeuse, moyennement minéralisée (Arcens, 07)",eaux et autres boissons,eaux
76007,"Eau minérale Ardesy, embouteillée, gazeuse, fortement minéralisée (Ardes, 63)",eaux et autres boissons,eaux
76010,"Eau minérale Celtic, embouteillée, gazeuse ou non gazeuse, très faiblement minéralisée (Niederbronn, 67)",eaux et autres boissons,eaux
76011,"Eau minérale Chambon, embouteillée, non gazeuse, faiblement minéralisée (Chambon, 45)",eaux et autres boissons,eaux
76012,"Eau minérale Chantemerle, embouteillée, non gazeuse, faiblement minéralisée (Le Pestrin, 07)",eaux et autres boissons,eaux
76013,"Eau minérale Chateauneuf, embouteillée, gazeuse, fortement minéralisée (Chateauneuf, 63)",eaux et autres boissons,eaux
76014,"Eau minérale Chateldon, embouteillée, gazeuse, fortement minéralisée (Chateldon, 63)",eaux et autres boissons,eaux
76015,"Eau minérale Clos de l'Abbaye, embouteillée, non gazeuse, moyennement minéralisée (St-Amand, 59)",eaux et autres boissons,eaux
76016,"Eau minérale Contrex, embouteillée, non gazeuse, fortement minéralisée (Contrexéville, 88)",eaux et autres boissons,eaux
76017,"Eau minérale Dax, embouteillée, non gazeuse, moyennement minéralisée (Dax, 40)",eaux et autres boissons,eaux
76018,"Eau minérale Didier, embouteillée, gazeuse, fortement minéralisée (Martinique)",eaux et autres boissons,eaux
76019,"Eau minérale Didier, embouteillée non gazeuse, fortement minéralisée (Martinique)",eaux et autres boissons,eaux
76020,"Eau minérale Evian, embouteillée, non gazeuse, faiblement minéralisée (Evian, 74)",eaux et autres boissons,eaux
76022,"Eau minérale Hépar, embouteillée, non gazeuse, fortement minéralisée (Vittel, 88)",eaux et autres boissons,eaux
76023,"Eau minérale Hydroxydase, embouteillée, gazeuse, fortement minéralisée (Le Breuil sur Couze, 63)",eaux et autres boissons,eaux
76024,"Eau minérale Vernière, embouteillée, gazeuse, moyennement minéralisée (Les Aires, 34)",eaux et autres boissons,eaux
76025,"Eau minérale Luchon, embouteillée, non gazeuse, faiblement minéralisée (Luchon, 31)",eaux et autres boissons,eaux
76027,"Eau minérale Mont-Roucous, embouteillée, très faiblement minéralisée (Lacaune, 81)",eaux et autres boissons,eaux
76028,"Eau de source Ogeu, embouteillée, faiblement minéralisée (Ogeu, 64)",eaux et autres boissons,eaux
76029,"Eau minérale Orée du bois, embouteillée, non gazeuse, moyennement minéralisée (St-Amand, 59)",eaux et autres boissons,eaux
76030,"Eau minérale Orezza, embouteillée, gazeuse, moyennement minéralisée (Rapaggio, 20B)",eaux et autres boissons,eaux
76031,"Eau minérale Parot, embouteillée, gazeuse, moyennement minéralisée (St-Romain-le-Puy, 42)",eaux et autres boissons,eaux
76032,"Eau minérale Plancoet, embouteillée, gazeuse ou non gazeuse, faiblement minéralisée (Plancoet, 22)",eaux et autres boissons,eaux
76033,"Eau minérale Propiac, embouteillée, non gazeuse, fortement minéralisée (Propiac, 26)",eaux et autres boissons,eaux
76034,"Eau minérale Puits St-Georges, embouteillée, gazeuse, moyennement minéralisée (St-Romain-le-Puy, 42)",eaux et autres boissons,eaux
76035,"Eau minérale Quézac, embouteillée, gazeuse, moyennement minéralisée (Quézac, 48)",eaux et autres boissons,eaux
76036,"Eau minérale Reine des basaltes, embouteillée, gazeuse, moyennement minéralisée (Asperjoc, 07)",eaux et autres boissons,eaux
76037,"Eau minérale Rozana, embouteillée, gazeuse, fortement minéralisée (Beauregard, 63)",eaux et autres boissons,eaux
76038,"Eau minérale Sail-les-Bains, embouteillée, non gazeuse, faiblement minéralisée (Sail-les-Bains, 42)",eaux et autres boissons,eaux
76039,"Eau minérale Salvetat, embouteillée, gazeuse, moyennement minéralisée (La Salvetat, 34)",eaux et autres boissons,eaux
76043,"Eau minérale St-Amand, embouteillée, gazeuse ou non gazeuse, moyennement minéralisée (St-Amand, 59)",eaux et autres boissons,eaux
76044,"Eau minérale St-Antonin, embouteillée, non gazeuse, fortement minéralisée (St-Antonin-Noble-Val, 82)",eaux et autres boissons,eaux
76046,"Eau minérale St-Diéry, embouteillée, gazeuse, fortement minéralisée (St-Diéry, 63)",eaux et autres boissons,eaux
76047,"Eau minérale Ste-Marguerite, embouteillée, gazeuse, moyennement minéralisée (St-Maurice, 63)",eaux et autres boissons,eaux
76049,"Eau minérale St-Yorre, embouteillée, gazeuse, fortement minéralisée (Saint-Yorre, 03)",eaux et autres boissons,eaux
76050,"Eau minérale Thonon, embouteillée, non gazeuse, faiblement minéralisée (Thonon, 74)",eaux et autres boissons,eaux
76053,"Eau minérale Ventadour, embouteillée, gazeuse, faiblement minéralisée (Le Pestrin, 07)",eaux et autres boissons,eaux
76054,"Eau minérale Vernet, embouteillée, gazeuse, faiblement minéralisée (Prades, 07)",eaux et autres boissons,eaux
76055,"Eau minérale Vichy Célestins, embouteillée, gazeuse, fortement minéralisée (Saint-Yorre, 03)",eaux et autres boissons,eaux
76056,"Eau minérale Vittel, embouteillée, non gazeuse, moyennement minéralisée (Vittel, 88)",eaux et autres boissons,eaux
76057,"Eau minérale Volvic, embouteillée, non gazeuse, faiblement minéralisée (Volvic, 63)",eaux et autres boissons,eaux
76058,"Eau minérale Volvic active, embouteillée, gazeuse, faiblement minéralisée (Volvic, 63)",eaux et autres boissons,eaux
76059,"Eau minérale Wattwiller, embouteillée, gazeuse ou non gazeuse, faiblement minéraliséee (Wattwiller, 68)",eaux et autres boissons,eaux
76060,"Eau minérale Perrier, embouteillée, gazeuse, faiblement minéralisée (Vergèse, 30)",eaux et autres boissons,eaux
76061,"Eau minérale Badoit, embouteillée, gazeuse, moyennement minéralisée (St-Galmier, 42)",eaux et autres boissons,eaux
76062,"Eau minérale Avra, embouteillée, non gazeuse, faiblement minéralisée (Grèce)",eaux et autres boissons,eaux
76063,"Eau minérale Beckerich, embouteillée, non gazeuse, faiblement minéralisée (Luxembourg)",eaux et autres boissons,eaux
76065,"Eau minérale Chaudfontaine, embouteillée, non gazeuse, faiblement minéralisée (Belgique)",eaux et autres boissons,eaux
76066,"Eau minérale Christinen Brunnen, embouteillée, non gazeuse, moyennement minéralisée (Allemagne)",eaux et autres boissons,eaux
76067,"Eau minérale Courmayeur, embouteillée, non gazeuse, fortement minéralisée (Italie)",eaux et autres boissons,eaux
76069,"Eau minérale Levissima, embouteillée, non gazeuse, faiblement minéralisée (Italie)",eaux et autres boissons,eaux
76070,"Eau minérale Luso, embouteillée, non gazeuse, très faiblement minéralisée (Portugal)",eaux et autres boissons,eaux
76071,"Eau minérale Néro, embouteillée, non gazeuse, faiblement minéralisée (Grèce)",eaux et autres boissons,eaux
76072,"Eau minérale Penacova, embouteillée, non gazeuse, très faiblement minéralisée (Portugal)",eaux et autres boissons,eaux
76074,"Eau minérale San Bernardo, embouteillée, très faiblement minéralisée (Italie)",eaux et autres boissons,eaux
76075,"Eau minérale San Pellegrino, embouteillée, gazeuse, moyennement minéralisée (Italie)",eaux et autres boissons,eaux
76076,"Eau minérale Spa-Reine, embouteillée, gazeuse ou non non gazeuse, moyennement minéralisée (Belgique)",eaux et autres boissons,eaux
76078,"Eau minérale Valvert, embouteillée, non gazeuse, faiblement minéralisée (Belgique)",eaux et autres boissons,eaux
76079,"Eau minérale Appollinaris, embouteillée, non gazeuse, fortement minéralisée (Allemagne)",eaux et autres boissons,eaux
76080,"Eau de source Cristaline, embouteillée, non gazeuse",eaux et autres boissons,eaux
76081,"Eau minérale Biovive, embouteillée, non gazeuse, faiblement minéralisée (Dax, 40)",eaux et autres boissons,eaux
76082,"Eau minérale La Cairolle, embouteillée, non gazeuse, fortement minéralisée (Les Aires, 34)",eaux et autres boissons,eaux
76083,"Eau minérale Cilaos, embouteillée, gazeuse, fortement minéralisée (Cilaos, 974)",eaux et autres boissons,eaux
76085,"Eau minérale La Française, embouteillée, non gazeuse, fortement minéralisée (Propiac, 26)",eaux et autres boissons,eaux
76086,"Eau minérale Montcalm, embouteillée, non gazeuse, très faiblement minéralisée (Auzat, 09)",eaux et autres boissons,eaux
76087,"Eau minérale Montclar, embouteillée, non gazeuse, faiblement minéralisée (Montclar, 04)",eaux et autres boissons,eaux
76088,"Eau minérale Nessel, embouteillée, gazeuse, moyennement minéralisée (Soultzmatt, 68)",eaux et autres boissons,eaux
76089,"Eau minérale Ogeu, embouteillée, gazeuse, faiblement minéralisée (Ogeu-les-Bains, 64)",eaux et autres boissons,eaux
76090,"Eau minérale Ogeu, embouteillée, non gazeuse, faiblement minéralisée (Ogeu-les-Bains, 64)",eaux et autres boissons,eaux
76091,"Eau minérale Prince Noir, embouteillée, non gazeuse, fortement minéralisée (St-Antonin-Noble-Val, 82)",eaux et autres boissons,eaux
76092,"Eau minérale St-Alban, embouteillée, gazeuse, moyennement minéralisée (St-Alban, 42)",eaux et autres boissons,eaux
76093,"Eau minérale St-Géron, embouteillée, gazeuse, moyennement minéralisée (St-Géron, 43)",eaux et autres boissons,eaux
76094,"Eau minérale St-Michel-de-Mourcairol, embouteillée, gazeuse, moyennement minéralisée (Les Aires, 34)",eaux et autres boissons,eaux
76095,"Eau minérale Treignac, embouteillée, non gazeuse, très faiblement minéralisée (Treignac, 19)",eaux et autres boissons,eaux
76096,"Eau minérale Vals, embouteillée, gazeuse, moyennement minéralisée (Vals-les-Bains, 07)",eaux et autres boissons,eaux
76097,"Eau minérale Vauban, embouteillée, non gazeuse, moyennement minéralisée (St-Amand-les-Eaux, 59)",eaux et autres boissons,eaux
76100,"Eau minérale Carola, embouteillée, gazeuse ou non gazeuse, moyennement minéralisée (Ribeauville, 68)",eaux et autres boissons,eaux
76101,"Eau minérale Mont-Blanc, embouteillée, non gazeuse, faiblement minéralisée (Italie)",eaux et autres boissons,eaux
76102,"Eau minérale Eden (La Goa), embouteillée, non gazeuse, faiblement minéralisée (Suisse)",eaux et autres boissons,eaux
2000,"Jus d'ananas, à base de concentré",eaux et autres boissons,boissons sans alcool
2002,"Jus multifruit, pur jus, multivitaminé",eaux et autres boissons,boissons sans alcool
2004,Jus de fruits (aliment moyen),eaux et autres boissons,boissons sans alcool
2006,"Jus de carotte, pur jus",eaux et autres boissons,boissons sans alcool
2007,"Jus de citron, maison",eaux et autres boissons,boissons sans alcool
2011,"Jus multifruit - base orange, multivitaminé",eaux et autres boissons,boissons sans alcool
2012,"Jus d'orange, à base de concentré",eaux et autres boissons,boissons sans alcool
2013,"Jus d'orange, maison",eaux et autres boissons,boissons sans alcool
2014,"Jus de pomme, à base de concentré",eaux et autres boissons,boissons sans alcool
2015,"Jus de pamplemousse (pomélo), à base de concentré",eaux et autres boissons,boissons sans alcool
2016,"Jus de raisin, pur jus",eaux et autres boissons,boissons sans alcool
2017,"Jus de grenade, pur jus",eaux et autres boissons,boissons sans alcool
2018,Jus de pruneau,eaux et autres boissons,boissons sans alcool
2019,"Jus de raisin, à base de concentré",eaux et autres boissons,boissons sans alcool
2023,"Jus de mangue, frais",eaux et autres boissons,boissons sans alcool
2024,"Jus de fruit de la passion ou maracudja, frais",eaux et autres boissons,boissons sans alcool
2025,"Jus de pamplemousse (pomélo), maison",eaux et autres boissons,boissons sans alcool
2026,"Jus de tomate, pur jus, salé à 3 g/L",eaux et autres boissons,boissons sans alcool
2027,"Jus de pamplemousse (pomelo), pur jus",eaux et autres boissons,boissons sans alcool
2028,"Jus de citron, pur jus",eaux et autres boissons,boissons sans alcool
2030,"Jus de citron vert, maison",eaux et autres boissons,boissons sans alcool
2031,"Jus de citron vert, pur jus",eaux et autres boissons,boissons sans alcool
2032,"Jus de tomate, pur jus, salé à 6g/L",eaux et autres boissons,boissons sans alcool
2033,"Jus multifruit, à base de jus et purée de fruits",eaux et autres boissons,boissons sans alcool
2034,"Jus de clémentine ou mandarine, pur jus",eaux et autres boissons,boissons sans alcool
2035,"Jus multifruit, pur jus, standard",eaux et autres boissons,boissons sans alcool
2036,"Jus multifruit - base raisin, standard",eaux et autres boissons,boissons sans alcool
2038,"Jus multifruit - base orange, standard",eaux et autres boissons,boissons sans alcool
2039,"Jus de grenade, frais",eaux et autres boissons,boissons sans alcool
2048,"Jus multifruit - base pomme, standard",eaux et autres boissons,boissons sans alcool
2050,"Jus multifruit - base pomme, multivitaminé",eaux et autres boissons,boissons sans alcool
